timestamp,operation,id,title,status,latency,score
2025-09-29T20:36:24,GET,68dae8cfcf6eaf6bee17490b,a recent article on Iran on Stradfort Newspaper.?,MISS,0.0136,0.0
2025-09-29T20:36:26,GET,68dae8cfcf6eaf6bee176281,I bought a copy of  XP home...my hard rive crashed,MISS,0.017,0.1698
2025-09-29T20:36:27,GET,68dae8cfcf6eaf6bee174730,"Catholics, when there are so many millions of peop",MISS,0.0047,0.128
2025-09-29T20:36:28,GET,68dae8cfcf6eaf6bee174a6b,if my boyfriend needs space....?,MISS,0.016,0.1363
2025-09-29T20:36:29,GET,68dae8cfcf6eaf6bee176a46,Ive suddenly lost a lot of weight and now am reall,MISS,0.017,0.1455
2025-09-29T20:36:30,GET,68dae8cfcf6eaf6bee174f02,Is our judicial system a mess?,MISS,0.0151,0.112
2025-09-29T20:36:30,GET,68dae8cfcf6eaf6bee1760c6,the first line of defense against microbial attack,MISS,0.0121,0.0478
2025-09-29T20:36:31,GET,68dae8cfcf6eaf6bee176b59,Is there such a thing as sleep eating(like sleep w,MISS,0.0172,0.0777
2025-09-29T20:36:32,GET,68dae8cfcf6eaf6bee175c59,This is a question for someone who has been marrie,MISS,0.0106,0.2037
2025-09-29T20:36:34,GET,68dae8cfcf6eaf6bee174ba8,How long is V for Vendetta?,MISS,0.0156,0.0764
2025-09-29T20:36:35,GET,68dae8cfcf6eaf6bee17623b,I've got a problem?,MISS,0.0157,0.0398
2025-09-29T20:36:37,GET,68dae8cfcf6eaf6bee17679a,Marks out of 10 for the acting skills of these fol,MISS,0.0164,0.2241
2025-09-29T20:36:38,GET,68dae8cfcf6eaf6bee174b3f,Why do men go to DISEASE FILLED HOOKERS>?,MISS,0.0131,0.0873
2025-09-29T20:36:40,GET,68dae8cfcf6eaf6bee174e23,Exxxxxxxxxxplain..........?,MISS,0.0161,0.0818
2025-09-29T20:36:42,GET,68dae8cfcf6eaf6bee1766bb,i got a new computer that have USB ports but no po,MISS,0.0156,0.0
2025-09-29T20:36:44,GET,68dae8cfcf6eaf6bee175c8a,Do u think spoiled rotten brats with no disipline ,MISS,0.0165,0.0843
2025-09-29T20:36:45,GET,68dae8cfcf6eaf6bee174b45,Was there a draft in world war one?,MISS,0.0155,0.0628
2025-09-29T20:36:47,GET,68dae8cfcf6eaf6bee176117,why is the oahu creeper an endangered species?,MISS,0.0159,0.0418
2025-09-29T20:36:48,GET,68dae8cfcf6eaf6bee17555e,How do you feel about the letters to God that were,MISS,0.0163,0.2365
2025-09-29T20:36:48,GET,68dae8cfcf6eaf6bee175c2e,how is sex?,MISS,0.0164,0.1065
2025-09-29T20:36:50,GET,68dae8cfcf6eaf6bee175202,some people do some disgusting things in public...,MISS,0.0066,0.2115
2025-09-29T20:36:52,GET,68dae8cfcf6eaf6bee175864,The service profile is damaged/re-install the serv,MISS,0.0159,0.0
2025-09-29T20:36:53,GET,68dae8cfcf6eaf6bee174f10,Anyone know where I can get a free or cheap electr,MISS,0.0161,0.0443
2025-09-29T20:36:54,GET,68dae8cfcf6eaf6bee176631,"Guys,what  do you choose ?",MISS,0.016,0.0303
2025-09-29T20:36:56,GET,68dae8cfcf6eaf6bee17521a,How Do You think Notre Dame Irish will do next yea,MISS,0.0189,0.1503
2025-09-29T20:36:57,GET,68dae8cfcf6eaf6bee17573c,Is N-E 1 here @ CHS????,MISS,0.0135,0.0665
2025-09-29T20:36:58,GET,68dae8cfcf6eaf6bee174aab,What does this mean in web slang -   >4?,MISS,0.0043,0.0444
2025-09-29T20:36:59,GET,68dae8cfcf6eaf6bee176c1e,Have you recieved YOUR number yet?,MISS,0.016,0.0723
2025-09-29T20:37:00,GET,68dae8cfcf6eaf6bee1764ba,What is humor?,MISS,0.0162,0.064
2025-09-29T20:37:02,GET,68dae8cfcf6eaf6bee17570f,Suggestions for a bachelor party?,MISS,0.0168,0.0928
2025-09-29T20:37:03,GET,68dae8cfcf6eaf6bee1761e9,why cant trees grow up side down?,MISS,0.0159,0.1183
2025-09-29T20:37:05,GET,68dae8cfcf6eaf6bee17651e,concerning a 1999 bankruptcy?,MISS,0.0156,0.0489
2025-09-29T20:37:06,GET,68dae8cfcf6eaf6bee1761a5,can you have justice without having truth?,MISS,0.0136,0.1317
2025-09-29T20:37:08,GET,68dae8cfcf6eaf6bee175e00,Has Anyone seen the Borat Movie? Is it funny?,MISS,0.0164,0.1928
2025-09-29T20:37:08,GET,68dae8cfcf6eaf6bee175b0c,how to set kmplayer as my default player?,HIT,0.0018,
2025-09-29T20:37:10,GET,68dae8cfcf6eaf6bee1747eb,Should they take under God out of the Pledge of Al,MISS,0.0176,0.2966
2025-09-29T20:37:11,GET,68dae8cfcf6eaf6bee175620,what are the health risks of secondhand smoke on t,MISS,0.0151,0.1438
2025-09-29T20:37:13,GET,68dae8cfcf6eaf6bee174deb,Can I move funds in a ROTH IRA from one institutio,MISS,0.0165,0.2123
2025-09-29T20:37:15,GET,68dae8cfcf6eaf6bee175b1f,Racy's Department Store... case in Management Scie,MISS,0.0159,0.0
2025-09-29T20:37:15,GET,68dae8cfcf6eaf6bee176a9c,have you had a hepaticojejunostomy?,MISS,0.0157,0.0
2025-09-29T20:37:16,GET,68dae8cfcf6eaf6bee175544,What can I do with an ipod (I am not very technica,MISS,0.0163,0.2581
2025-09-29T20:37:18,GET,68dae8cfcf6eaf6bee175c7d,gen. Charles Cornwallis?,MISS,0.0165,0.0813
2025-09-29T20:37:19,GET,68dae8cfcf6eaf6bee17688d,"Exactly how offensive is the ""C"" word to you?",MISS,0.016,0.2433
2025-09-29T20:37:20,GET,68dae8cfcf6eaf6bee176644,can enyone give me idea to make a poster on currup,MISS,0.0162,0.124
2025-09-29T20:37:22,GET,68dae8cfcf6eaf6bee175b7c,Who is the top 3 manufactures of land oil rigs in ,MISS,0.0159,0.0831
2025-09-29T20:37:24,GET,68dae8cfcf6eaf6bee176587,use in a sentence...?,HIT,0.0018,
2025-09-29T20:37:25,GET,68dae8cfcf6eaf6bee175caf,I cannot logg into yahoo messenger?,MISS,0.016,0.0
2025-09-29T20:37:26,GET,68dae8cfcf6eaf6bee175fc1,Hilary Duff is dating a MUCH OLDER MAN?,MISS,0.0129,0.1342
2025-09-29T20:37:27,GET,68dae8cfcf6eaf6bee17586a,What is a good pre-workout stretching routine?,MISS,0.016,0.0
2025-09-29T20:37:28,GET,68dae8cfcf6eaf6bee174a04,"i lost my pass security,...?",MISS,0.0164,0.0557
2025-09-29T20:37:28,GET,68dae8cfcf6eaf6bee176c7c,Smackdown Vs Raw 2007 questions.?,MISS,0.0165,0.0358
2025-09-29T20:37:30,GET,68dae8cfcf6eaf6bee176806,BitTorrents?,MISS,0.0158,0.0
2025-09-29T20:37:31,GET,68dae8cfcf6eaf6bee175dbe,i want details on d topic 2010:- common wealth gam,MISS,0.0169,0.2098
2025-09-29T20:37:32,GET,68dae8cfcf6eaf6bee1755be,I am doing survey on Mobile phones Please cooperat,MISS,0.0121,0.1739
2025-09-29T20:37:33,GET,68dae8cfcf6eaf6bee1756b1,I need more privacy!!!!?,MISS,0.0133,0.1296
2025-09-29T20:37:34,GET,68dae8cfcf6eaf6bee1747f0,can i get live broadcasts of the fifa world cup on,MISS,0.0149,0.0
2025-09-29T20:37:35,GET,68dae8cfcf6eaf6bee175a41,best footballer(soccer) player of all time?,MISS,0.0161,0.089
2025-09-29T20:37:36,GET,68dae8cfcf6eaf6bee174cc8,What's your advice for my situation?,MISS,0.0162,0.172
2025-09-29T20:37:36,GET,68dae8cfcf6eaf6bee1758c8,"If common sense was commone, everyone would have i",MISS,0.0157,0.1493
2025-09-29T20:37:37,GET,68dae8cfcf6eaf6bee1751c2,do you think that celebrities and sports stars are,MISS,0.0164,0.17
2025-09-29T20:37:38,GET,68dae8cfcf6eaf6bee1766a9,why are nearly all the americans so whacko about r,MISS,0.0173,0.1327
2025-09-29T20:37:39,GET,68dae8cfcf6eaf6bee174bb5,is  this cheating?,MISS,0.0113,0.203
2025-09-29T20:37:40,GET,68dae8cfcf6eaf6bee1755aa,Train A carrying nuclear waste from a power plant ,MISS,0.0064,0.3402
2025-09-29T20:37:42,GET,68dae8cfcf6eaf6bee175df7,Why do we( human beings) keep searching for excuse,MISS,0.0183,0.3273
2025-09-29T20:37:43,GET,68dae8cfcf6eaf6bee174e25,"Norwich, England  -- based question?",MISS,0.017,0.1267
2025-09-29T20:37:45,GET,68dae8cfcf6eaf6bee1756b8,Does anyone else think that Emo sucks?,MISS,0.0169,0.1899
2025-09-29T20:37:46,GET,68dae8cfcf6eaf6bee174fd6,"Using ""had had"" in english - is it ok or just bad ",MISS,0.0197,0.2528
2025-09-29T20:37:48,GET,68dae8cfcf6eaf6bee174e70,Does Wal-Mart accept computer coupons?,MISS,0.0157,0.0711
2025-09-29T20:37:49,GET,68dae8cfcf6eaf6bee175cf8,I am in love with a girl who has a boyfriend.What ,MISS,0.0156,0.0998
2025-09-29T20:37:50,GET,68dae8cfcf6eaf6bee174e4b,Do Seagulls mate for life?,MISS,0.0161,0.046
2025-09-29T20:37:51,GET,68dae8cfcf6eaf6bee176d21,WHy do Muslims sound like christians?,MISS,0.0159,0.1302
2025-09-29T20:37:53,GET,68dae8cfcf6eaf6bee174c05,"Im 13, 5'6"" and i weight 158 pounds (btw im female",MISS,0.0164,0.0544
2025-09-29T20:37:55,GET,68dae8cfcf6eaf6bee174d65,Britney Spears Divorce >>> What do YOU think?,MISS,0.0159,0.0297
2025-09-29T20:37:56,GET,68dae8cfcf6eaf6bee175259,what is doctrinalism?,MISS,0.0154,0.1208
2025-09-29T20:37:58,GET,68dae8cfcf6eaf6bee1768dd,how do you handle money properly?,MISS,0.0159,0.1432
2025-09-29T20:37:58,GET,68dae8cfcf6eaf6bee175d90,What is a girl to do?,MISS,0.0062,0.2116
