timestamp,operation,id,title,status,latency,score
2025-09-29T18:46:31,GET,68dad015cb201f85b8738f96,can anyone give me the lyrics to adam sandler sing,MISS,0.0117,0.326
2025-09-29T18:46:31,GET,68dad015cb201f85b873980e,how do i tell a guy that i like him and not get hu,MISS,0.0154,0.179
2025-09-29T18:46:31,GET,68dad015cb201f85b87393ab,How may I help you?,MISS,0.0143,0.1152
2025-09-29T18:46:31,GET,68dad015cb201f85b873940b,What do you do if you are unhappy in your marriage,MISS,0.0134,0.0425
2025-09-29T18:46:32,GET,68dad015cb201f85b8739035,Which channels show World Cup Games Arabic comment,MISS,0.0146,0.1393
2025-09-29T18:46:32,GET,68dad015cb201f85b8739093,Which is better/more durable from archiving data o,MISS,0.0136,0.1176
2025-09-29T18:46:33,GET,68dad015cb201f85b873a6d1,for the thirty something crowd:  do you treat attr,MISS,0.0137,0.2201
2025-09-29T18:46:34,GET,68dad015cb201f85b873a463,angular speed?,MISS,0.0098,0.1223
2025-09-29T18:46:36,GET,68dad015cb201f85b873a1d8,create maps with microsoft word?,MISS,0.0057,0.1137
2025-09-29T18:46:37,GET,68dad015cb201f85b8739302,what is fourth dimension and how many dimentions a,MISS,0.0164,0.0
2025-09-29T18:46:37,GET,68dad015cb201f85b8738fdc,Name of Cosmetics Empire inherited by Andrew Luste,MISS,0.0169,0.0
2025-09-29T18:46:38,GET,68dad015cb201f85b8739f21,what kind of attorney you need if someone sell you,MISS,0.0201,0.2311
2025-09-29T18:46:38,GET,68dad015cb201f85b8739832,Not scientist for 9 years and still looking for wo,MISS,0.0156,0.0
2025-09-29T18:46:39,GET,68dad015cb201f85b873a2ea,Do praying mantis live in the Netherlands?,MISS,0.015,0.0794
2025-09-29T18:46:39,GET,68dad015cb201f85b8739fb5,why  are people so judgemental?,MISS,0.0049,0.1509
2025-09-29T18:46:39,GET,68dad015cb201f85b8739d3a,who do u love most? your mum or dad?,MISS,0.0172,0.1302
2025-09-29T18:46:41,GET,68dad015cb201f85b87398e0,Todays Direct Thoughts:..:::::..?,MISS,0.0182,0.0
2025-09-29T18:46:43,GET,68dad015cb201f85b8739aab,i have lost music files on media center can you he,MISS,0.0183,0.1439
2025-09-29T18:46:44,GET,68dad015cb201f85b8739beb,An air bubble ☺ ☻  ☺?,MISS,0.0176,0.031
2025-09-29T18:46:46,GET,68dad015cb201f85b873aaca,how do u catch?,HIT,0.0007,
2025-09-29T18:46:47,GET,68dad015cb201f85b873aa41,"How do you ""Turn a Pro"" in golf.?",MISS,0.0208,0.1561
2025-09-29T18:46:50,GET,68dad015cb201f85b873afe9,I have a couple questions to ask someone who works,MISS,0.0202,0.2679
2025-09-29T18:46:52,GET,68dad015cb201f85b873a71b,Brittany C is a FAKE and a LIAR ...  She's Going P,MISS,0.0059,0.0
2025-09-29T18:46:53,GET,68dad015cb201f85b873b093,Are there any men out there that dont care what a ,MISS,0.018,0.0897
2025-09-29T18:46:53,GET,68dad015cb201f85b8739a37,what website can i go to to ID a pill?,MISS,0.0134,0.0408
2025-09-29T18:46:54,GET,68dad015cb201f85b87393ee,recently Ron howard responded to Da Vinci code cri,MISS,0.012,0.2189
2025-09-29T18:46:54,GET,68dad015cb201f85b873a721,Is there a modern German version of Metropolis???,MISS,0.0121,0.1215
2025-09-29T18:46:55,GET,68dad015cb201f85b873979e,how does one get a child to do his work faster in ,MISS,0.0169,0.2123
2025-09-29T18:46:55,GET,68dad015cb201f85b8739039,"I played ""I can't get no satisfaction"" 40,000 time",MISS,0.0106,0.0983
2025-09-29T18:46:56,GET,68dad015cb201f85b873a62e,Where can I find a dichotomous key of sharks?,MISS,0.0223,0.117
2025-09-29T18:46:56,GET,68dad015cb201f85b8739522,football help??,MISS,0.0172,0.045
2025-09-29T18:46:58,GET,68dad015cb201f85b8739b1e,Marriage or Contract?,MISS,0.0167,0.0525
2025-09-29T18:47:00,GET,68dad015cb201f85b8739e19,can the diet pill adipex cause high blood pressure,MISS,0.017,0.1115
2025-09-29T18:47:01,GET,68dad015cb201f85b873a096,What other activities in Wyoming for pregnant wome,MISS,0.0165,0.1602
2025-09-29T18:47:02,GET,68dad015cb201f85b8739e7c,Do plant have nerves? Are they developed enough to,MISS,0.0047,0.2197
2025-09-29T18:47:02,GET,68dad015cb201f85b873b355,what do u do when you love 2 people?,MISS,0.017,0.318
2025-09-29T18:47:03,GET,68dad015cb201f85b873a671,whats the best way to get rid of the neighbors mos,MISS,0.0168,0.3528
2025-09-29T18:47:04,GET,68dad015cb201f85b873a9a2,just men answer..?,MISS,0.0161,0.0736
2025-09-29T18:47:04,GET,68dad015cb201f85b873a6e8,I need to verify if I'm correct.?,MISS,0.0162,0.0993
2025-09-29T18:47:04,GET,68dad015cb201f85b873965b,how can I tail to people.?,MISS,0.0162,0.0
2025-09-29T18:47:07,GET,68dad015cb201f85b873b1dd,Those who intentionally set computers with wrong y,MISS,0.0191,0.0
2025-09-29T18:47:08,GET,68dad015cb201f85b873b272,Is there anyone who has mobile phone that he/she i,MISS,0.0165,0.0401
2025-09-29T18:47:09,GET,68dad015cb201f85b873a471,I want to become a coroner what should i major in ,MISS,0.0174,0.2767
2025-09-29T18:47:10,GET,68dad015cb201f85b8739729,Tax returns?,MISS,0.0182,0.0762
2025-09-29T18:47:12,GET,68dad015cb201f85b8739415,Bush Admin. current policy or position on global w,MISS,0.0172,0.0753
2025-09-29T18:47:14,GET,68dad015cb201f85b87390f7,Who is happy that fake Paris chick went home tonig,MISS,0.0175,0.101
2025-09-29T18:47:15,GET,68dad015cb201f85b873abe8,Who sings this:?,MISS,0.0181,0.0241
2025-09-29T18:47:15,GET,68dad015cb201f85b8739716,Email of people born in 21st march 1964 for astrol,MISS,0.0061,0.0292
2025-09-29T18:47:16,GET,68dad015cb201f85b873b45e,"There is a song with the words ""I never want to fa",MISS,0.0063,0.1968
2025-09-29T18:47:17,GET,68dad015cb201f85b87397f2,looking for words that can be used in writting tha,MISS,0.0093,0.1048
2025-09-29T18:47:17,GET,68dad015cb201f85b8739fa0,If a land lot is 0.23 acres. Then how many square ,MISS,0.0047,0.0867
2025-09-29T18:47:18,GET,68dad015cb201f85b87398a2,i am looking for a website: customer.care@pc-credi,MISS,0.0154,0.0674
2025-09-29T18:47:19,GET,68dad015cb201f85b873abbf,Solve this?,MISS,0.0052,0.1116
2025-09-29T18:47:22,GET,68dad015cb201f85b873b368,is the any real raider fans ?? like have pets name,MISS,0.0051,0.0157
2025-09-29T18:47:23,GET,68dad015cb201f85b873b605,what is the best way to stay calm through a presen,MISS,0.0066,0.065
2025-09-29T18:47:23,GET,68dad015cb201f85b873a99c,Why are boys so stupid?,MISS,0.0057,0.1003
2025-09-29T18:47:24,GET,68dad015cb201f85b8739966,Do you think charter schools and / or school choic,MISS,0.0049,0.1622
2025-09-29T18:47:25,GET,68dad015cb201f85b8739867,I actually wanted to know if Yahoo offers Ebay-typ,MISS,0.0059,0.1743
2025-09-29T18:47:25,GET,68dad015cb201f85b873908c,"If evil is separate from GOD, How can it exist whe",MISS,0.0043,0.2973
2025-09-29T18:47:26,GET,68dad015cb201f85b873a6fb,how are golden flaxseeds and normal brown flaxseed,MISS,0.0166,0.0254
2025-09-29T18:47:26,GET,68dad015cb201f85b873b53c,What is the protien mostly like if i was doing a c,MISS,0.0121,0.1098
2025-09-29T18:47:27,GET,68dad015cb201f85b873a868,Can u do this question for me?,MISS,0.0224,0.0137
2025-09-29T18:47:27,GET,68dad015cb201f85b873a95f,I have Rheumatoid Arthritis and live in a state wh,MISS,0.0169,0.1432
2025-09-29T18:47:27,GET,68dad015cb201f85b873a625,GUYS: Do you really like going down on a woman?,MISS,0.0166,0.1032
2025-09-29T18:47:27,GET,68dad015cb201f85b873a66e,How do I attach a pickguard to a guitar with no ho,MISS,0.0099,0.0624
2025-09-29T18:47:29,GET,68dad015cb201f85b8739118,i got yelled at today.?,MISS,0.0057,0.1058
2025-09-29T18:47:30,GET,68dad015cb201f85b8739091,where can i get a daily us olympic medal count?,MISS,0.0059,0.0
2025-09-29T18:47:31,GET,68dad015cb201f85b873a7bb,does gaming really screw up your computer? if so h,MISS,0.006,0.079
2025-09-29T18:47:32,GET,68dad015cb201f85b873ab8e,Ladies!!!!Would you be mad if your husband never w,MISS,0.0057,0.1223
2025-09-29T18:47:32,GET,68dad015cb201f85b873a9b8,is gospel or rap music better and why?is it better,MISS,0.0059,0.1093
2025-09-29T18:47:32,GET,68dad015cb201f85b87393cd,Is it time for Florida State football coach Bobby ,MISS,0.0141,0.2742
2025-09-29T18:47:32,GET,68dad015cb201f85b87398a4,Rape case.Please assist...?,MISS,0.0059,0.1977
