timestamp,operation,id,title,status,latency,score
9/29/25 17:03,GET,68dab7d5c8f41fd7c049290b,does anyone know this song....??,MISS,0.0131,0.1282
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492004,Broken Pinky?,HIT,0.0017,
9/29/25 17:03,GET,68dab7d5c8f41fd7c04931db,slow Internet?,MISS,0.0162,0.1542
9/29/25 17:03,GET,68dab7d5c8f41fd7c04935b5,"Child abuse; I got into a fist fight over it, was ",MISS,0.016,0.0303
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492cad,How about them Vols?!?!!?,MISS,0.0165,0.107
9/29/25 17:03,GET,68dab7d5c8f41fd7c0493513,parts needed to build pc????,MISS,0.0195,0.1741
9/29/25 17:03,GET,68dab7d5c8f41fd7c04930bd,Is it possible for your bladder and colon to fall ,MISS,0.0125,0.1251
9/29/25 17:03,GET,68dab7d5c8f41fd7c0491e7f,"Conservatives, do you consider the US involvement ",MISS,0.013,0.1703
9/29/25 17:03,GET,68dab7d5c8f41fd7c04916e8,I need information on:Prince Rushdi Kashou saudiar,MISS,0.0138,0.0887
9/29/25 17:03,GET,68dab7d5c8f41fd7c0491d49,Can you choose between a penalty shot and a power ,MISS,0.0128,0.1744
9/29/25 17:03,GET,68dab7d5c8f41fd7c0493074,why are people so mean to people in oklahoma?,MISS,0.0155,0.2249
9/29/25 17:03,GET,68dab7d5c8f41fd7c0493035,I have this friend that i always want to talk to a,MISS,0.0132,0.2794
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492e53,"MBA need OPT card, any help?",MISS,0.0158,0.0812
9/29/25 17:03,GET,68dab7d5c8f41fd7c04915eb,"Does anyone know who sings this one song,?",MISS,0.0162,0.0
9/29/25 17:03,GET,68dab7d5c8f41fd7c04937d6,What is the most valuable record of all time and h,MISS,0.0154,0.1435
9/29/25 17:03,GET,68dab7d5c8f41fd7c0491abb,"what is the best way to get shy, quiet teens to op",MISS,0.0167,0.2809
9/29/25 17:03,GET,68dab7d4c8f41fd7c04912f3,"how do you blow fire out of your mouth, its some s",MISS,0.0155,0.1368
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492ae3,Can someone help me with the chivas roster?,MISS,0.0169,0.0401
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492028,all branches of christianity help please?,MISS,0.013,0.0755
9/29/25 17:03,GET,68dab7d5c8f41fd7c049296e,what excatly is the israel and palestine conflict ,MISS,0.0171,0.4342
9/29/25 17:03,GET,68dab7d4c8f41fd7c04914f4,Education is in no way a measure of your intellige,MISS,0.0163,0.1089
9/29/25 17:03,GET,68dab7d5c8f41fd7c049181f,how to lose weight? when u are 11?????? and 67kg!!,MISS,0.0155,0.1506
9/29/25 17:03,GET,68dab7d5c8f41fd7c049220b,I recently bought a Fender G-DEC amp that has an a,MISS,0.0156,0.028
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492281,World Cinema?,MISS,0.0084,0.1978
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492aa2,type of workbanch?,MISS,0.016,0.0
9/29/25 17:03,GET,68dab7d5c8f41fd7c04922eb,"Has anyone got the Book Freddy, the brad fittler s",MISS,0.0157,0.0
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492621,whats you're favorite song??,MISS,0.0156,0.0
9/29/25 17:03,GET,68dab7d5c8f41fd7c0491e0f,How can you create a basic small operating system ,MISS,0.0163,0.1225
9/29/25 17:03,GET,68dab7d4c8f41fd7c04911c4,To tone do more reps less weight or more weight le,MISS,0.0053,0.2629
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492e71,tips for USMLE step 1 preparation?pleas?,MISS,0.0149,0.0
9/29/25 17:03,GET,68dab7d5c8f41fd7c0493754,Is it ok to criticize the something when you have ,MISS,0.0171,0.3664
9/29/25 17:03,GET,68dab7d5c8f41fd7c0492f65,one person isn't always enough.............or is t,MISS,0.0056,0.1213
9/29/25 17:04,GET,68dab7d5c8f41fd7c0493582,What is the correct pronunciation of this word...?,MISS,0.0156,0.1681
9/29/25 17:04,GET,68dab7d5c8f41fd7c04925c0,Why do atheists judge God regarding certain things,MISS,0.0135,0.219
9/29/25 17:04,GET,68dab7d5c8f41fd7c0492efa,Why Are There So Many Christians On Here? Have The,MISS,0.0158,0.1586
